aspect_ratio,aspect_ratio_dev,circularity,eccentricity,contour_area_ratio,edge_density,angle_dev_90,sin_angle,cos_angle,delta_orientation,delta_center_x,delta_center_y,movement_speed,roll_mean_aspect_ratio,roll_std_aspect_ratio,roll_mean_angle_dev,roll_std_angle_dev,roll_mean_speed,roll_std_speed
0.9900148549448928,0.00998514505510717,0.8589967738130567,0.19834878600652395,1.0,0.15,0.23244936229762914,0.99999177035954,0.004056995587013278,0.3452384902597226,1.0,0.5,1.12,0.9900148549448928,0.0,0.23244936229762914,0.0,1.12,0.0
0.8992908044724199,0.10070919552758006,0.8393081233684544,0.1911134183587989,1.0,0.15,2.86569665362218,0.9987494685011844,-0.04999499143516042,-0.21469100314791403,1.0,0.5,1.12,0.9446528297086564,0.06415159130579619,1.5490730079599047,1.8619870162366983,1.12,0.0
1.0295180817236746,0.02951808172367465,0.8484456188141871,0.21546862512708653,1.0,0.15,1.0549198424316728,0.9998305071457282,-0.01841078435906352,0.5533734680612014,1.0,0.5,1.12,0.9729412470469958,0.06677137859934554,1.3843552861171606,1.3471798721715715,1.12,0.0
0.9623656689707385,0.0376343310292615,0.8308203551629417,0.2130475778526072,1.0,0.15,3.0968391061182388,0.9985396522269372,-0.05402372562594529,0.29763865578231585,1.0,0.5,1.12,0.9702973525279315,0.054774434848292565,1.8124762411174302,1.3939437866825353,1.12,0.0
0.9412904390330071,0.05870956096699287,0.8216533681368101,0.1965409886332508,1.0,0.15,0.10598388341252019,0.9999982891801796,-0.0018497666647250533,0.28335558388204796,1.0,0.5,1.12,0.9644959698289466,0.04917783281939933,1.4711777695764483,1.4281921067224068,1.12,0.0
0.9682107563555823,0.03178924364441771,0.8475466962505587,0.2144598166814544,1.0,0.15,4.707382342869025,0.996626821080691,-0.08206692087922116,0.33770141620832894,1.0,0.5,1.12,0.9601351501110844,0.047279327833552945,2.3661643656907274,1.80917783204802,1.12,0.0
1.032317790937808,0.032317790937808066,0.8746329576400413,0.20355255515855827,1.0,0.15,2.091970636683726,0.9993335191721332,0.03650366363859392,-0.498448061660489,1.0,0.5,1.12,0.9867405474041622,0.04156441620088112,2.2114191623030366,1.78874376423645,1.12,0.0
0.995073119818123,0.004926880181877036,0.8344504709961003,0.17956403209770333,1.0,0.15,1.788672614643957,0.9995127507450685,-0.031213155848559538,1.3054830649134719,1.0,0.5,1.12,0.9798515550230518,0.035045063906783386,2.3581697167454934,1.697937157032618,1.12,0.0
1.1359624119038294,0.1359624119038294,0.8123624598444621,0.18207249579190965,1.0,0.15,0.02635221799505416,0.9999998942308338,0.00045993295300146623,-0.20439204368581806,1.0,0.5,1.12,1.0145709036096702,0.07574678806811332,1.7440723391208564,1.9064446485266238,1.12,0.0
1.0628712182863285,0.06287121828632847,0.8636022411119089,0.20143939744114414,1.0,0.15,2.6427811797932463,0.9989364200276969,-0.04610887921267254,-0.2244599546361174,1.0,0.5,1.12,1.0388870594603343,0.06510917819913405,2.2514317983970016,1.6863718805898127,1.12,0.0
0.968657794033987,0.031342205966013004,0.8742170128006563,0.2046854250801376,1.0,0.15,0.9735500416244491,0.9998556453261407,0.016990836043198444,-0.5778971746491232,1.0,0.5,1.12,1.0389764669960153,0.06498805712648043,1.5046653381480866,1.0232776328069881,1.12,0.0
1.0223831674336628,0.022383167433662754,0.8696821873278234,0.20576714169768015,1.0,0.15,1.6261243696359458,0.9995972800871578,-0.028377414300041696,-0.5501632006895377,1.0,0.5,1.12,1.0369895422951863,0.06539313907242626,1.4114960847385305,0.976577018077652,1.12,0.0
1.0831698658000501,0.08316986580005015,0.8529872803670288,0.20025340355441656,1.0,0.15,1.2959749922215167,0.9997442006328005,0.02261710196030709,0.11144666311662664,1.0,0.5,1.12,1.0546088914915717,0.06310403914608036,1.3129565602540425,0.9535910401773963,1.12,0.0
0.949803169017638,0.05019683098236205,0.8533896651167516,0.19516963547157873,1.0,0.15,1.4858216323910654,0.9996637720945731,0.025929573109663786,-0.2773851109598085,1.0,0.5,1.12,1.0173770429143334,0.057799806365643754,1.6048504431332447,0.6296556386153072,1.12,0.0
1.011965687513287,0.011965687513286971,0.8872781428350739,0.198454843279299,1.0,0.15,2.745536041326673,0.9988521214666467,-0.04790030732238766,0.1002837676587838,1.0,0.5,1.12,1.007195936759725,0.05197248941859818,1.62540141543993,0.6722381647282414,1.12,0.0
1.0236196824211383,0.02361968242113832,0.8473599253642153,0.21264417801291985,1.0,0.15,1.2643628777626361,0.9997565271227099,0.0220655041985954,-0.20100805392129292,1.0,0.5,1.12,1.0236196824211383,0.0,1.2643628777626361,0.0,1.12,0.0
0.9802688702762518,0.019731129723748242,0.8195638858621175,0.18594049958741515,1.0,0.15,2.9438468848167076,0.9986803473558953,-0.05135721765349449,-0.035866598279482,1.0,0.5,1.12,1.001944276348695,0.03065365323759339,2.104104881289672,1.1875745302822893,1.12,0.0
